AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,file,face,label
0.4162265360355377,0.2915637195110321,0.23391634225845337,0.43968087434768677,0.13580483198165894,0.0,0.21503397822380066,0.036520786583423615,1.0,0.1511717438697815,0.25562891364097595,0.39261654019355774,0.4872890114784241,0.0,0.46755310893058777,0.4488142132759094,0.09515418857336044,0.07867620885372162,0.08122719079256058,0.06773503124713898,toklnxdj_1.png,0,happy
0.6810920834541321,0.3329104781150818,0.32439661026000977,0.32100123167037964,0.1819533258676529,1.0,0.5376021265983582,0.17574532330036163,1.0,0.27771905064582825,0.5856613516807556,0.5277352929115295,0.5451047420501709,0.0,0.6334863305091858,0.42091307044029236,0.6739173531532288,0.219479039311409,0.19065675139427185,0.08633406460285187,xromdsjh_1.png,0,happy
0.36185893416404724,0.3022014796733856,0.1142311841249466,0.2713914215564728,0.8062282204627991,1.0,0.4558773338794708,0.9936143755912781,1.0,0.9847797751426697,0.8104248642921448,0.29785916209220886,0.3307519555091858,1.0,0.4261702299118042,0.015799768269062042,0.9998971223831177,0.30285513401031494,0.05043747276067734,0.08095522969961166,xpsdszck_1.png,0,happy
0.3069329261779785,0.2769898474216461,0.12141161412000656,0.543058454990387,0.724979043006897,1.0,0.25798800587654114,0.9541152715682983,1.0,0.9478021264076233,0.7409248948097229,0.28111162781715393,0.2188897430896759,1.0,0.34041285514831543,0.006052130367606878,0.999647855758667,0.8997728228569031,0.015782635658979416,0.03676298260688782,hlxoqnqz_1.png,0,happy
0.2466018795967102,0.19676998257637024,0.7119181156158447,0.32042568922042847,0.8171430230140686,0.0,0.30568328499794006,0.970512330532074,0.0,0.9413920640945435,0.935424268245697,0.4216982126235962,0.4984651505947113,1.0,0.6516809463500977,0.6420933604240417,0.007559873629361391,0.46019190549850464,0.10625822097063065,0.041976723819971085,kuokyqxu_1.png,0,happy
0.33356785774230957,0.3912298381328583,0.10613352805376053,0.2206311970949173,0.8520785570144653,0.0,0.4597110152244568,0.9923272728919983,1.0,0.9681816101074219,0.7563919425010681,0.26912155747413635,0.4205421507358551,1.0,0.4374622106552124,0.0698586031794548,0.9996446371078491,0.18734286725521088,0.2089282125234604,0.1804097294807434,ijmdbknt_1.png,0,happy
0.31783679127693176,0.24923032522201538,0.21312342584133148,0.36867374181747437,0.17537368834018707,0.0,0.32801708579063416,0.010610224679112434,0.0,0.24144910275936127,0.5722447037696838,0.33906885981559753,0.5568356513977051,0.0,0.5133823156356812,0.7572985291481018,0.012860968708992004,0.06415753066539764,0.38578805327415466,0.07315444201231003,mpkcugyf_1.png,0,happy
0.4894499182701111,0.37076881527900696,0.47261860966682434,0.3760789632797241,0.5718976855278015,1.0,0.3250700831413269,0.2871517837047577,1.0,0.785295844078064,0.5738974809646606,0.13174770772457123,0.306045264005661,1.0,0.3626650869846344,0.026591293513774872,0.9983386993408203,0.30093228816986084,0.06102035567164421,0.08082473278045654,qmbvizmy_1.png,0,happy
0.196872740983963,0.16392776370048523,0.09636734426021576,0.2876594364643097,0.16297267377376556,0.0,0.22388873994350433,0.004079536534845829,1.0,0.3227061629295349,0.6185752153396606,0.10622324049472809,0.5127509236335754,0.0,0.7059239149093628,0.8313227891921997,0.2708820700645447,0.07823910564184189,0.7806816101074219,0.11901992559432983,dzuxppzd_1.png,0,happy
0.3453298509120941,0.35939928889274597,0.08396580070257187,0.2552033066749573,0.9528533220291138,1.0,0.4819318950176239,0.9594298601150513,1.0,0.9835113286972046,0.8372649550437927,0.2770319879055023,0.531897783279419,1.0,0.18096588551998138,0.12673893570899963,0.9956040382385254,0.20364253222942352,0.05966534838080406,0.10408932715654373,bmktgxva_1.png,0,happy
0.5022792220115662,0.23029398918151855,0.14076682925224304,0.24185647070407867,0.8746004700660706,1.0,0.4174656271934509,0.8925706148147583,1.0,0.9599421620368958,0.732197105884552,0.26007601618766785,0.21195237338542938,1.0,0.237638458609581,0.019512884318828583,0.9973561763763428,0.6740009784698486,0.01741604320704937,0.06759481877088547,ipdjvfiu_1.png,0,happy
0.3664986789226532,0.27640172839164734,0.05196037143468857,0.3385830521583557,0.8366326689720154,1.0,0.2091010957956314,0.9823519587516785,1.0,0.9772585034370422,0.7784093022346497,0.5391616225242615,0.3713231682777405,1.0,0.18210922181606293,0.038482896983623505,0.9950272440910339,0.29987573623657227,0.06820738315582275,0.038217656314373016,ipdjvfiu_1.png,1,happy
0.3398892879486084,0.3854745924472809,0.1041383445262909,0.6410439610481262,0.16350805759429932,1.0,0.19832460582256317,0.132852241396904,0.0,0.5291992425918579,0.5757873058319092,0.10604030638933182,0.4500611126422882,0.0,0.5167227983474731,0.6889877915382385,0.3671184182167053,0.1666916459798813,0.7547538876533508,0.030421745032072067,qhbmryvn_1.png,0,happy
