AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,file,face,label
0.2504543662071228,0.29717114567756653,0.30269211530685425,0.3251822292804718,0.2445501983165741,0.0,0.34506964683532715,0.98487389087677,1.0,0.09535138309001923,0.29225462675094604,0.3379037380218506,0.31618401408195496,1.0,0.4246145188808441,0.3558144271373749,0.9834282994270325,0.34462499618530273,0.5038520097732544,0.30392980575561523,cucduvud_3.png,0,surprise
0.32470864057540894,0.3208175301551819,0.5008916258811951,0.29059767723083496,0.29550862312316895,1.0,0.47504544258117676,0.9187652468681335,0.0,0.33254382014274597,0.44136932492256165,0.4033060669898987,0.3192548155784607,1.0,0.5152020454406738,0.17683985829353333,0.9975988268852234,0.43491894006729126,0.12343514710664749,0.5551511645317078,vqnamybe_3.png,0,surprise
0.32782042026519775,0.3058563768863678,0.257271945476532,0.34005793929100037,0.13965392112731934,1.0,0.38817501068115234,0.5641863346099854,0.0,0.15207026898860931,0.5223475694656372,0.10642100870609283,0.39878225326538086,1.0,0.5785642266273499,0.10537456721067429,0.987662672996521,0.4598923623561859,0.6738463640213013,0.19496242702007294,eqtkxinb_3.png,0,surprise
0.5212120413780212,0.37513765692710876,0.5437344312667847,0.3652670681476593,0.21870850026607513,1.0,0.4993671476840973,0.6505548357963562,0.0,0.2283809334039688,0.2543982267379761,0.1808740794658661,0.31158900260925293,1.0,0.7895328402519226,0.1642744392156601,0.9113627076148987,0.18795041739940643,0.2096881866455078,0.47070232033729553,melvpral_3.png,0,surprise
0.33374419808387756,0.17652460932731628,0.5979017019271851,0.3720671534538269,0.3099712133407593,1.0,0.3621821105480194,0.8388397693634033,0.0,0.1426834613084793,0.33966463804244995,0.1002134457230568,0.22809505462646484,1.0,0.5347567200660706,0.014227654784917831,0.9997027516365051,0.8102940320968628,0.020148269832134247,0.35809099674224854,pojoopop_3.png,0,surprise
0.4118092656135559,0.41791677474975586,0.21819867193698883,0.3844543993473053,0.1387115865945816,0.0,0.3199845552444458,0.21916314959526062,0.0,0.0952383428812027,0.27363815903663635,0.1384716033935547,0.36560457944869995,1.0,0.36444395780563354,0.1080363318324089,0.9876854419708252,0.2738564610481262,0.1630701720714569,0.2634763717651367,alzbfyrn_3.png,0,surprise
0.2528267800807953,0.09968576580286026,0.3028298020362854,0.32256779074668884,0.15048906207084656,1.0,0.4473574161529541,0.3312350809574127,1.0,0.17183171212673187,0.2243465632200241,0.19927750527858734,0.4078954756259918,0.0,0.8265829086303711,0.3388620615005493,0.9379147291183472,0.19497884809970856,0.1202758327126503,0.46620678901672363,krmeebtm_3.png,0,surprise
0.37219253182411194,0.37874510884284973,0.36204293370246887,0.3995649814605713,0.24402238428592682,1.0,0.38213688135147095,0.1683591604232788,1.0,0.1343356817960739,0.23324048519134521,0.14709371328353882,0.4214770197868347,0.0,0.6284754872322083,0.34351086616516113,0.7957824468612671,0.18920132517814636,0.2826833426952362,0.4505265951156616,fttytjgc_3.png,0,surprise
0.23082706332206726,0.21826453506946564,0.4350224733352661,0.2962604761123657,0.2906317710876465,1.0,0.4281022846698761,0.24507902562618256,1.0,0.13162216544151306,0.1811712384223938,0.16070139408111572,0.6437333822250366,0.0,0.5053463578224182,0.42367443442344666,0.791918158531189,0.1218794584274292,0.7207278609275818,0.48441389203071594,uurxhten_3.png,0,surprise
0.2692151665687561,0.12106715887784958,0.5730591416358948,0.3402917981147766,0.1779264658689499,0.0,0.4945308566093445,0.005103146191686392,0.0,0.19183306396007538,0.24970631301403046,0.07293905317783356,0.39601221680641174,0.0,0.319235235452652,0.34003937244415283,0.6961243748664856,0.07400714606046677,0.19629836082458496,0.3207712471485138,mrmgfmqw_3.png,0,surprise
0.2862057387828827,0.11285485327243805,0.42515820264816284,0.3515271842479706,0.23176443576812744,0.0,0.3498973250389099,0.003087362041696906,0.0,0.07888608425855637,0.22147199511528015,0.05963406339287758,0.36431455612182617,1.0,0.36108821630477905,0.05818246304988861,0.982633113861084,0.1991513967514038,0.08737703412771225,0.28628307580947876,cpebixcq_3.png,0,surprise
0.39320170879364014,0.1592416614294052,0.5628382563591003,0.32566729187965393,0.17814171314239502,1.0,0.5410189628601074,0.003788681235164404,0.0,0.18775635957717896,0.23841112852096558,0.04194498807191849,0.47722259163856506,0.0,0.415679395198822,0.32224494218826294,0.3987930119037628,0.06377280503511429,0.13982297480106354,0.26014915108680725,khcaglme_3.png,0,surprise
0.28610652685165405,0.2936702370643616,0.31395864486694336,0.4575483798980713,0.09232404828071594,0.0,0.22599059343338013,0.0004773676337208599,1.0,0.04761391133069992,0.18386738002300262,0.1492559015750885,0.3727487027645111,0.0,0.31048107147216797,0.2256796956062317,0.2803958058357239,0.09458626806735992,0.021451789885759354,0.13199004530906677,pceskzjd_3.png,0,surprise
0.4907808005809784,0.4462384879589081,0.6619274616241455,0.38457316160202026,0.11413079500198364,1.0,0.45519575476646423,0.9485262632369995,1.0,0.14560841023921967,0.3328979015350342,0.17570659518241882,0.3303513526916504,1.0,0.7032407522201538,0.1541888564825058,0.9718960523605347,0.5641683340072632,0.29736989736557007,0.4521951973438263,zkaejuwl_3.png,0,surprise
0.4609145522117615,0.30107560753822327,0.3002862334251404,0.39647534489631653,0.14247745275497437,0.0,0.3870048224925995,0.027195634320378304,0.0,0.1436779648065567,0.4756830632686615,0.25983938574790955,0.32299715280532837,1.0,0.5283775925636292,0.3834212124347687,0.27155306935310364,0.15896694362163544,0.2675953507423401,0.13011375069618225,wqkzqqvy_3.png,0,surprise
0.3076958656311035,0.1457146406173706,0.4566475749015808,0.28860437870025635,0.39088910818099976,1.0,0.3984648287296295,0.039702072739601135,0.0,0.3956533670425415,0.3325570523738861,0.6223039627075195,0.31439197063446045,1.0,0.6096683740615845,0.08696989715099335,0.9850387573242188,0.36989274621009827,0.3739531338214874,0.3967028260231018,lfqyocvm_3.png,0,surprise
0.4153657853603363,0.23376134037971497,0.47660794854164124,0.2540911138057709,0.21123307943344116,0.0,0.42461255192756653,0.10899798572063446,0.0,0.08745676279067993,0.2226761132478714,0.2279800921678543,0.317039430141449,1.0,0.538504958152771,0.20510633289813995,0.9866303205490112,0.5078590512275696,0.43877461552619934,0.4157392978668213,wjjygjvj_3.png,0,surprise
0.32667359709739685,0.16220083832740784,0.44386982917785645,0.38825273513793945,0.12982064485549927,0.0,0.1556180715560913,0.03517542779445648,1.0,0.07180982828140259,0.7117148637771606,0.2286268025636673,0.24061232805252075,1.0,0.23634691536426544,0.14989209175109863,0.8930460810661316,0.21755993366241455,0.05204257741570473,0.09281782805919647,fojuwvxh_3.png,0,surprise
0.31067532300949097,0.5451709032058716,0.39913123846054077,0.3229781985282898,0.12767311930656433,0.0,0.31386664509773254,0.5041241645812988,0.0,0.1850491762161255,0.6798715591430664,0.11996698379516602,0.24658486247062683,1.0,0.5201554298400879,0.06818277388811111,0.9964381456375122,0.5261207818984985,0.04782615602016449,0.12413559854030609,zoftjjst_3.png,0,surprise
0.3921402096748352,0.16853724420070648,0.34471598267555237,0.412943959236145,0.14211364090442657,1.0,0.47522902488708496,0.527010977268219,1.0,0.14419974386692047,0.20077957212924957,0.2186463624238968,0.3543160855770111,1.0,0.36144134402275085,0.26344582438468933,0.9636920690536499,0.1337938755750656,0.044632688164711,0.14468592405319214,ztcoaext_3.png,0,surprise
0.3714483976364136,0.3277357816696167,0.6303154230117798,0.2870592176914215,0.3509398400783539,0.0,0.5088573098182678,0.4948362112045288,0.0,0.2847916781902313,0.3354848325252533,0.556301474571228,0.35157153010368347,1.0,0.5911837816238403,0.08930046856403351,0.990760326385498,0.7083029747009277,0.331196665763855,0.4654604196548462,rtetvbsu_3.png,0,surprise
0.3839336633682251,0.13951314985752106,0.4115603268146515,0.32380974292755127,0.2252075970172882,0.0,0.368036150932312,0.36097583174705505,0.0,0.11063335835933685,0.6654954552650452,0.13508155941963196,0.3244034945964813,1.0,0.5423205494880676,0.1493331491947174,0.9786377549171448,0.26789817214012146,0.1288275569677353,0.1253214180469513,xmrjcpkj_3.png,0,surprise
0.35103848576545715,0.20935311913490295,0.3466509282588959,0.31182652711868286,0.19760029017925262,0.0,0.34476545453071594,0.059347912669181824,0.0,0.13563118875026703,0.1681000292301178,0.2919982969760895,0.49911031126976013,1.0,0.628259539604187,0.1958974152803421,0.9626206159591675,0.33196088671684265,0.36798757314682007,0.4372692406177521,ojnvzpri_3.png,0,surprise
0.228263720870018,0.4042784869670868,0.5437033176422119,0.3264334201812744,0.18365569412708282,0.0,0.4221835434436798,0.03835944086313248,0.0,0.24179863929748535,0.6566013097763062,0.14732661843299866,0.40242791175842285,1.0,0.41572314500808716,0.44945499300956726,0.36544570326805115,0.20251783728599548,0.16727130115032196,0.31935256719589233,cbqhfqhg_3.png,0,surprise
0.40491586923599243,0.35728970170021057,0.6175617575645447,0.35976001620292664,0.22264787554740906,0.0,0.41376379132270813,0.7455834746360779,0.0,0.24040000140666962,0.29167476296424866,0.20665568113327026,0.3286358416080475,1.0,0.6414456367492676,0.12220270931720734,0.9897410869598389,0.6232296228408813,0.3272545635700226,0.4544188678264618,asddkkkk_3.png,0,surprise
0.2911624014377594,0.2277524620294571,0.45650172233581543,0.40674564242362976,0.09715739637613297,0.0,0.250609815120697,0.1775197833776474,0.0,0.06754763424396515,0.139642134308815,0.07191374897956848,0.34286341071128845,1.0,0.6960873007774353,0.14709940552711487,0.8422178626060486,0.1332956999540329,0.15076926350593567,0.29802098870277405,zwotwatl_3.png,0,surprise
0.42423194646835327,0.1974414736032486,0.2795397639274597,0.2920132875442505,0.19759124517440796,0.0,0.45202210545539856,0.18139658868312836,0.0,0.20955073833465576,0.4097357392311096,0.2274247407913208,0.3372412621974945,0.0,0.48781833052635193,0.3940991163253784,0.4213143587112427,0.2783285081386566,0.17437225580215454,0.12091045826673508,whszdxnp_3.png,0,surprise
0.3784986734390259,0.29038819670677185,0.3294123113155365,0.34974607825279236,0.17338794469833374,0.0,0.34502726793289185,0.5831912755966187,1.0,0.15006861090660095,0.7402638792991638,0.17607708275318146,0.39926427602767944,1.0,0.7396829724311829,0.3506132662296295,0.9896084666252136,0.2417609840631485,0.43451017141342163,0.16780294477939606,qrksgfai_3.png,0,surprise
